run,ep,unique_cells,bfs_span,boundary_crossings,crosses_2_boundaries,corner_passage,detour_segment,start_end_bfs
d4rl,1310,5,4,4,True,True,True,4
d4rl,1311,7,6,8,True,True,True,6
d4rl,1312,7,6,6,True,True,True,6
d4rl,1313,6,5,5,True,True,True,5
d4rl,1314,7,6,20,True,True,True,6
d4rl,1315,6,5,5,True,True,True,5
d4rl,1316,7,6,10,True,True,True,6
d4rl,1317,7,6,11,True,True,True,5
d4rl,1318,7,6,6,True,True,True,6
d4rl,1319,6,5,5,True,True,True,5
d4rl,1320,7,6,34,True,True,True,6
d4rl,1321,7,6,6,True,True,True,6
d4rl,1322,7,6,22,True,True,True,6
d4rl,1323,2,1,1,False,False,False,1
d4rl,1324,7,6,9,True,True,True,5
d4rl,1325,6,5,5,True,True,True,5
d4rl,1326,7,6,13,True,True,True,5
d4rl,1327,6,5,7,True,True,True,5
d4rl,1328,7,6,10,True,True,True,6
d4rl,1329,7,6,7,True,True,True,5
d4rl,1330,7,6,6,True,True,True,6
d4rl,1331,7,6,8,True,True,True,6
d4rl,1332,6,5,6,True,True,True,4
d4rl,1333,7,6,13,True,True,True,5
d4rl,1334,7,6,6,True,True,True,6
d4rl,1335,7,6,6,True,True,True,6
d4rl,1336,6,5,5,True,True,True,5
d4rl,1337,7,6,11,True,True,True,5
d4rl,1338,4,3,3,True,True,False,3
d4rl,1339,7,6,10,True,True,True,6
d4rl,1340,7,6,6,True,True,True,6
d4rl,1341,7,6,17,True,True,True,5
d4rl,1342,7,6,6,True,True,True,6
d4rl,1343,6,5,5,True,True,True,5
d4rl,1344,7,6,30,True,True,True,6
d4rl,1345,7,6,8,True,True,True,6
d4rl,1346,7,6,9,True,True,True,5
d4rl,1347,7,6,6,True,True,True,6
d4rl,1348,7,6,16,True,True,True,6
d4rl,1349,7,6,7,True,True,True,5
d4rl,1350,6,5,7,True,True,True,5
d4rl,1351,7,6,48,True,True,True,6
d4rl,1352,7,6,6,True,True,True,6
d4rl,1353,7,6,6,True,True,True,6
d4rl,1354,7,6,47,True,True,True,5
d4rl,1355,7,6,18,True,True,True,6
d4rl,1356,7,6,9,True,True,True,5
d4rl,1357,7,6,8,True,True,True,6
d4rl,1358,7,6,8,True,True,True,6
d4rl,1359,7,6,9,True,True,True,5
d4rl,1360,7,6,12,True,True,True,6
d4rl,1361,7,6,11,True,True,True,5
d4rl,1362,7,6,8,True,True,True,6
d4rl,1363,7,6,11,True,True,True,5
d4rl,1364,7,6,17,True,True,True,5
d4rl,1365,7,6,18,True,True,True,6
d4rl,1366,7,6,16,True,True,True,6
d4rl,1367,7,6,6,True,True,True,6
d4rl,1368,7,6,46,True,True,True,6
d4rl,1369,7,6,6,True,True,True,6
d4rl,1370,7,6,22,True,True,True,6
d4rl,1371,7,6,39,True,True,True,5
d4rl,1372,6,5,6,True,True,True,4
d4rl,1373,7,6,19,True,True,True,5
d4rl,1374,7,6,10,True,True,True,6
d4rl,1375,6,5,7,True,True,True,5
d4rl,1376,7,6,8,True,True,True,6
d4rl,1377,7,6,35,True,True,True,5
d4rl,1378,7,6,6,True,True,True,6
d4rl,1379,6,5,7,True,True,True,5
d4rl,1380,7,6,29,True,True,True,5
d4rl,1381,7,6,40,True,True,True,6
d4rl,1382,7,6,10,True,True,True,6
d4rl,1383,7,6,15,True,True,True,5
d4rl,1384,7,6,31,True,True,True,5
d4rl,1385,7,6,6,True,True,True,6
d4rl,1386,2,1,1,False,False,False,1
d4rl,1387,7,6,12,True,True,True,6
d4rl,1388,7,6,15,True,True,True,5
d4rl,1389,6,5,9,True,True,True,5
d4rl,1390,7,6,34,True,True,True,6
d4rl,1391,7,6,6,True,True,True,6
d4rl,1392,6,5,5,True,True,True,5
d4rl,1393,7,6,16,True,True,True,6
d4rl,1394,2,1,1,False,False,False,1
d4rl,1395,5,4,6,True,True,True,4
d4rl,1396,6,5,5,True,True,True,5
d4rl,1397,7,6,8,True,True,True,6
d4rl,1398,7,6,19,True,True,True,5
d4rl,1399,5,4,4,True,True,True,4
d4rl,1400,7,6,34,True,True,True,6
d4rl,1401,6,5,5,True,True,True,5
d4rl,1402,3,2,4,True,False,False,2
d4rl,1403,7,6,8,True,True,True,6
d4rl,1404,5,4,8,True,True,True,4
d4rl,1405,4,3,3,True,True,False,3
d4rl,1406,7,6,35,True,True,True,5
d4rl,1407,7,6,15,True,True,True,5
d4rl,1408,7,6,24,True,True,True,6
d4rl,1409,7,6,27,True,True,True,5
d4rl,1410,7,6,6,True,True,True,6
d4rl,1411,7,6,12,True,True,True,6
d4rl,1412,7,6,18,True,True,True,6
d4rl,1413,7,6,15,True,True,True,5
d4rl,1414,7,6,13,True,True,True,5
d4rl,1415,7,6,24,True,True,True,6
d4rl,1416,6,5,9,True,True,True,5
d4rl,1417,7,6,15,True,True,True,5
d4rl,1418,6,5,9,True,True,True,5
d4rl,1419,7,6,13,True,True,True,5
d4rl,1420,7,6,10,True,True,True,6
d4rl,1421,7,6,9,True,True,True,5
d4rl,1422,6,5,7,True,True,True,5
d4rl,1423,7,6,18,True,True,True,6
d4rl,1424,6,5,5,True,True,True,5
d4rl,1425,7,6,10,True,True,True,6
d4rl,1426,6,5,5,True,True,True,5
